"CUSTOMER_ID";"CITY";"STATE_PROVINCE";"COUNTRY";"BIRTHDATE";"MARITAL_STATUS";"YEARLY_INCOME";"GENDER";"MEMBER_CARD";"OCCUPATION";"FULLNAME";"POPULATION"
2390;"Puyallup";"WA";"USA";24-SEP-44;"M";"$30K - $50K";"F";"Golden";"Professional";"Rita Baltz";328000000
2391;"Tixapan";"DF";"Mexico";26-MAR-57;"M";"$30K - $50K";"F";"Bronze";"Skilled Manual";"Audrey Stokes";126000000
2392;"Lynnwood";"WA";"USA";17-NOV-80;"S";"$30K - $50K";"F";"Bronze";"Skilled Manual";"Susan Bunyard";328000000
2393;"Newport Beach";"CA";"USA";20-JAN-63;"M";"$50K - $70K";"F";"Normal";"Management";"Hallie Robinson";328000000
2394;"Port Hammond";"BC";"Canada";05-MAR-67;"S";"$30K - $50K";"F";"Bronze";"Professional";"Robert Walker";38000000
2395;"Redwood City";"CA";"USA";11-MAY-59;"M";"$10K - $30K";"M";"Normal";"Skilled Manual";"Wendy Vale";328000000
2396;"Beverly Hills";"CA";"USA";05-JUL-22;"S";"$50K - $70K";"F";"Bronze";"Professional";"Jeremy Pawloski";328000000
2397;"Milwaukie";"OR";"USA";07-NOV-49;"S";"$30K - $50K";"F";"Bronze";"Management";"Jeff Bowlen";328000000
2398;"Lebanon";"OR";"USA";27-MAR-69;"S";"$50K - $70K";"F";"Golden";"Professional";"Kim Plambeck";328000000
2399;"Burbank";"CA";"USA";27-NOV-28;"M";"$10K - $30K";"M";"Normal";"Skilled Manual";"Arthur Kish";328000000
2400;"Richmond";"BC";"Canada";14-APR-31;"M";"$30K - $50K";"F";"Bronze";"Manual";"Robert Leach";38000000
2401;"Vancouver";"BC";"Canada";26-FEB-42;"S";"$30K - $50K";"M";"Bronze";"Clerical";"Oscar Roche";38000000
2402;"Vancouver";"BC";"Canada";15-MAR-67;"S";"$10K - $30K";"F";"Normal";"Manual";"David Cabibi";38000000
2403;"Royal Oak";"BC";"Canada";10-JUN-63;"S";"$30K - $50K";"F";"Silver";"Manual";"Isobel Thomas";38000000
2404;"Woodland Hills";"CA";"USA";07-AUG-49;"M";"$50K - $70K";"F";"Bronze";"Management";"Helen Stanifer";328000000
2405;"Lemon Grove";"CA";"USA";08-APR-21;"S";"$50K - $70K";"F";"Normal";"Professional";"Tracie Duplantis";328000000
2406;"Grossmont";"CA";"USA";21-APR-51;"S";"$30K - $50K";"F";"Bronze";"Manual";"Gladys Lockett";328000000
2407;"Mill Valley";"CA";"USA";11-FEB-54;"M";"$50K - $70K";"F";"Bronze";"Management";"David Quintana";328000000
2408;"Richmond";"CA";"USA";26-JUN-39;"M";"$70K - $90K";"M";"Golden";"Professional";"Kristin Comden";328000000
2409;"Seattle";"WA";"USA";26-APR-55;"M";"$70K - $90K";"M";"Bronze";"Management";"Antonio Bonilla";328000000
2410;"Royal Oak";"BC";"Canada";20-MAY-32;"S";"$10K - $30K";"F";"Normal";"Skilled Manual";"Gloria Watner";38000000
2411;"Beverly Hills";"CA";"USA";24-APR-56;"S";"$10K - $30K";"F";"Normal";"Skilled Manual";"Nancy Platt";328000000
2412;"Santa Monica";"CA";"USA";14-MAR-51;"S";"$70K - $90K";"M";"Bronze";"Professional";"Randy Suitos";328000000
2413;"Mill Valley";"CA";"USA";13-MAR-40;"M";"$30K - $50K";"M";"Bronze";"Skilled Manual";"Pauline Stayton";328000000
2414;"Guadalajara";"Jalisco";"Mexico";06-FEB-66;"S";"$30K - $50K";"F";"Silver";"Manual";"Virginia Mercer";126000000
2415;"Haney";"BC";"Canada";14-OCT-69;"S";"$90K - $110K";"M";"Bronze";"Management";"Steven Anderson";38000000
2416;"Sooke";"BC";"Canada";23-NOV-63;"M";"$30K - $50K";"M";"Bronze";"Manual";"Ana Stevens";38000000
2417;"Redwood City";"CA";"USA";05-MAY-37;"M";"$110K - $130K";"M";"Bronze";"Professional";"Gloria Freiberg";328000000
2418;"San Carlos";"CA";"USA";19-MAR-24;"S";"$30K - $50K";"F";"Bronze";"Manual";"Emerald Fuller";328000000
2419;"Daly City";"CA";"USA";21-JUN-64;"M";"$130K - $150K";"M";"Bronze";"Professional";"Jay Ralph";328000000
2841;"Haney";"BC";"Canada";07-APR-21;"S";"$70K - $90K";"M";"Bronze";"Professional";"Wayne Bucker";38000000
2842;"Burbank";"CA";"USA";19-JUN-24;"M";"$10K - $30K";"F";"Normal";"Skilled Manual";"James Ure";328000000
2843;"Anacortes";"WA";"USA";26-AUG-16;"M";"$70K - $90K";"M";"Bronze";"Professional";"Stella Luna";328000000
2844;"Everett";"WA";"USA";19-OCT-50;"M";"$150K +";"F";"Golden";"Professional";"Kay Jones";328000000
2845;"Oak Bay";"BC";"Canada";21-MAR-76;"S";"$10K - $30K";"F";"Bronze";"Manual";"Lela Ard";38000000
2846;"Milwaukie";"OR";"USA";03-MAR-15;"M";"$50K - $70K";"F";"Bronze";"Professional";"Adrian Torrez";328000000
2847;"Concord";"CA";"USA";14-MAR-56;"M";"$90K - $110K";"F";"Silver";"Management";"Betty Aragon";328000000
2848;"Glendale";"CA";"USA";26-JUL-18;"S";"$10K - $30K";"F";"Normal";"Manual";"Todd Sweet";328000000
2849;"San Andres";"DF";"Mexico";25-AUG-78;"M";"$30K - $50K";"F";"Golden";"Manual";"Linda Herrera";126000000
2850;"Port Orchard";"WA";"USA";14-SEP-33;"S";"$10K - $30K";"M";"Normal";"Skilled Manual";"Zelah Burror";328000000
2851;"Burnaby";"BC";"Canada";19-APR-41;"S";"$10K - $30K";"M";"Normal";"Skilled Manual";"Joseph Bagley";38000000
2852;"Merida";"Yucatan";"Mexico";17-JUN-27;"M";"$30K - $50K";"M";"Golden";"Skilled Manual";"Elise Arazia";126000000
2853;"Concord";"CA";"USA";17-FEB-69;"S";"$30K - $50K";"M";"Silver";"Manual";"Larry Gray";328000000
2854;"Sedro Woolley";"WA";"USA";03-FEB-29;"M";"$30K - $50K";"F";"Bronze";"Manual";"James Smith";328000000
2855;"Sooke";"BC";"Canada";13-JUN-16;"S";"$50K - $70K";"M";"Normal";"Manual";"Susan Weidoff";38000000
2856;"Woodburn";"OR";"USA";02-OCT-71;"M";"$130K - $150K";"F";"Silver";"Professional";"Stephen Harbut";328000000
2857;"Burbank";"CA";"USA";02-AUG-17;"M";"$30K - $50K";"M";"Bronze";"Skilled Manual";"Shae Meuller";328000000
2858;"Burnaby";"BC";"Canada";08-AUG-56;"M";"$70K - $90K";"F";"Bronze";"Management";"Mark Marchese";38000000
2859;"San Jose";"CA";"USA";12-JUL-80;"S";"$130K - $150K";"F";"Normal";"Professional";"Evelyn Oechsle";328000000
2860;"Palo Alto";"CA";"USA";02-JUN-75;"M";"$110K - $130K";"M";"Bronze";"Professional";"Dee Thayer";328000000
2861;"Newport Beach";"CA";"USA";01-JUN-64;"M";"$30K - $50K";"M";"Golden";"Professional";"Edward Buss";328000000
2862;"Orizaba";"Veracruz";"Mexico";16-NOV-40;"M";"$50K - $70K";"F";"Bronze";"Professional";"Ronald Trexler";126000000
2863;"Olympia";"WA";"USA";14-MAY-31;"M";"$70K - $90K";"M";"Bronze";"Professional";"Paul Tato";328000000
2864;"Chula Vista";"CA";"USA";06-SEP-38;"M";"$110K - $130K";"M";"Golden";"Professional";"Susan Velasquez";328000000
2865;"Altadena";"CA";"USA";16-MAR-11;"S";"$110K - $130K";"M";"Silver";"Management";"Barbara Prutch";328000000
2866;"Altadena";"CA";"USA";02-NOV-68;"S";"$30K - $50K";"F";"Bronze";"Skilled Manual";"Jeff Quinn";328000000
2867;"Berkeley";"CA";"USA";05-MAR-38;"S";"$10K - $30K";"M";"Normal";"Manual";"Gregory Bullock";328000000
2868;"Tixapan";"DF";"Mexico";26-JAN-56;"M";"$130K - $150K";"M";"Bronze";"Professional";"Alice Archuletta";126000000
2869;"Torrance";"CA";"USA";24-MAY-60;"S";"$10K - $30K";"F";"Normal";"Skilled Manual";"Steven Woods";328000000
2870;"Woodland Hills";"CA";"USA";18-APR-65;"S";"$10K - $30K";"M";"Normal";"Skilled Manual";"Marie Leadingham";328000000
2871;"Edmonds";"WA";"USA";15-FEB-71;"S";"$30K - $50K";"M";"Bronze";"Management";"Michelle Beavers";328000000
2872;"Anacortes";"WA";"USA";11-JUN-30;"M";"$30K - $50K";"F";"Golden";"Manual";"Michael Yalotz";328000000
2873;"Kirkland";"WA";"USA";09-NOV-78;"S";"$90K - $110K";"M";"Silver";"Professional";"Kathryn Rowlez";328000000
2874;"Langford";"BC";"Canada";26-SEP-17;"S";"$30K - $50K";"F";"Bronze";"Skilled Manual";"Genevieve Montoya";38000000
2875;"Santa Monica";"CA";"USA";13-APR-65;"M";"$50K - $70K";"F";"Silver";"Management";"Teresa Chorbajian";328000000
2876;"San Gabriel";"CA";"USA";12-JAN-34;"M";"$70K - $90K";"F";"Bronze";"Professional";"Mahasti Grant";328000000
2877;"Palo Alto";"CA";"USA";08-SEP-55;"S";"$70K - $90K";"F";"Bronze";"Professional";"Mark Whitley";328000000
2878;"Port Orchard";"WA";"USA";23-MAY-69;"M";"$30K - $50K";"F";"Golden";"Skilled Manual";"William Lindahl";328000000
2879;"Downey";"CA";"USA";01-SEP-34;"S";"$130K - $150K";"M";"Bronze";"Management";"Lynn Montelongo";328000000
2880;"Newton";"BC";"Canada";18-OCT-73;"M";"$30K - $50K";"F";"Bronze";"Manual";"Lucille Spangenberg";38000000
2881;"Lincoln Acres";"CA";"USA";11-MAR-64;"M";"$30K - $50K";"F";"Golden";"Manual";"Ruth Patridge";328000000
2882;"Lincoln Acres";"CA";"USA";06-NOV-25;"S";"$10K - $30K";"M";"Normal";"Manual";"Marina Carlson";328000000
2883;"Shawnee";"BC";"Canada";06-OCT-27;"M";"$30K - $50K";"F";"Silver";"Manual";"Joan Faucette";38000000
2884;"San Jose";"CA";"USA";24-MAY-77;"S";"$30K - $50K";"M";"Bronze";"Manual";"Eric Thompson";328000000
2885;"Grossmont";"CA";"USA";20-JUN-43;"S";"$130K - $150K";"F";"Bronze";"Professional";"Lorence Zastpil";328000000
2886;"Portland";"OR";"USA";11-JAN-79;"M";"$30K - $50K";"F";"Bronze";"Manual";"Cecilia Grainey";328000000
2887;"Burlingame";"CA";"USA";15-SEP-60;"S";"$10K - $30K";"F";"Normal";"Manual";"Catherine Hathcock";328000000
2888;"La Mesa";"CA";"USA";09-SEP-51;"S";"$130K - $150K";"M";"Bronze";"Professional";"Joann Hanas";328000000
2889;"Cliffside";"BC";"Canada";15-APR-72;"S";"$50K - $70K";"M";"Bronze";"Management";"Mary Jorgensen";38000000
2890;"Beverly Hills";"CA";"USA";03-SEP-44;"M";"$30K - $50K";"F";"Golden";"Manual";"Shirley Cavior";328000000
2891;"Langford";"BC";"Canada";25-MAR-66;"S";"$10K - $30K";"F";"Normal";"Manual";"Ursula Cardenas";38000000
2892;"Shawnee";"BC";"Canada";21-AUG-67;"M";"$30K - $50K";"F";"Silver";"Management";"Dennis Manown";38000000
2893;"Spring Valley";"CA";"USA";26-APR-62;"M";"$70K - $90K";"F";"Bronze";"Professional";"Greg Slavin";328000000
2894;"Walla Walla";"WA";"USA";10-AUG-38;"M";"$10K - $30K";"M";"Normal";"Skilled Manual";"Jennie Reeves";328000000
2895;"Santa Cruz";"CA";"USA";13-SEP-35;"M";"$10K - $30K";"M";"Normal";"Skilled Manual";"Ernie Peterson";328000000
2896;"Port Orchard";"WA";"USA";27-MAY-35;"S";"$50K - $70K";"F";"Bronze";"Professional";"Kelly Hayne";328000000
2897;"Issaquah";"WA";"USA";04-MAR-73;"M";"$70K - $90K";"F";"Bronze";"Professional";"Carolyn Case";328000000
2898;"Royal Oak";"BC";"Canada";23-AUG-66;"M";"$110K - $130K";"M";"Golden";"Professional";"Michelle Noble";38000000
2899;"San Diego";"CA";"USA";04-JUL-42;"M";"$130K - $150K";"F";"Bronze";"Professional";"Susan Zehner";328000000
2900;"Santa Monica";"CA";"USA";20-SEP-54;"M";"$30K - $50K";"F";"Golden";"Skilled Manual";"Chellie Nolan";328000000
2901;"Tixapan";"DF";"Mexico";10-DEC-46;"S";"$110K - $130K";"M";"Bronze";"Professional";"Lona Beard";126000000
2902;"Metchosin";"BC";"Canada";26-APR-44;"S";"$30K - $50K";"M";"Bronze";"Manual";"Liliana Mitchell";38000000
2903;"Grossmont";"CA";"USA";28-AUG-57;"S";"$130K - $150K";"M";"Silver";"Professional";"M. Sikes";328000000
2904;"Haney";"BC";"Canada";19-MAY-80;"S";"$110K - $130K";"M";"Bronze";"Professional";"Barbara Gramstoff";38000000
2905;"Port Orchard";"WA";"USA";22-JUL-63;"M";"$50K - $70K";"M";"Bronze";"Manual";"Justin Mulder";328000000
2906;"Coronado";"CA";"USA";07-AUG-67;"M";"$10K - $30K";"M";"Normal";"Skilled Manual";"Natalie Zuerner";328000000
2907;"Kirkland";"WA";"USA";13-NOV-59;"S";"$30K - $50K";"F";"Bronze";"Manual";"Danny Turpin";328000000
2908;"Milwaukie";"OR";"USA";07-FEB-22;"M";"$30K - $50K";"M";"Bronze";"Manual";"Janeen Broxton";328000000
2909;"Edmonds";"WA";"USA";09-MAY-49;"M";"$50K - $70K";"M";"Golden";"Management";"Jane Gonzalez";328000000
2910;"Ballard";"WA";"USA";01-AUG-69;"M";"$10K - $30K";"M";"Normal";"Skilled Manual";"Tran McGrew";328000000
2911;"Santa Fe";"DF";"Mexico";02-JUN-28;"S";"$30K - $50K";"M";"Bronze";"Professional";"Katrina Williams";126000000
2912;"Oakland";"CA";"USA";13-OCT-60;"S";"$90K - $110K";"F";"Bronze";"Professional";"Staci Colla";328000000
2913;"Pomona";"CA";"USA";25-AUG-72;"M";"$50K - $70K";"F";"Silver";"Professional";"Jean Bell";328000000
2914;"Burien";"WA";"USA";17-SEP-67;"S";"$70K - $90K";"M";"Bronze";"Professional";"Elydia Rayner";328000000
2915;"West Covina";"CA";"USA";12-DEC-63;"M";"$130K - $150K";"M";"Bronze";"Professional";"Tressa Jameson";328000000
2916;"Salem";"OR";"USA";09-MAR-49;"M";"$30K - $50K";"M";"Bronze";"Manual";"Claudia Barger";328000000
2917;"Everett";"WA";"USA";10-OCT-21;"M";"$10K - $30K";"M";"Normal";"Manual";"Ken Sparkman";328000000
2918;"Puyallup";"WA";"USA";22-OCT-51;"S";"$10K - $30K";"F";"Normal";"Manual";"Kamela Contreras";328000000
2919;"Tixapan";"DF";"Mexico";05-MAR-38;"M";"$90K - $110K";"M";"Bronze";"Professional";"Harold Shepherd";126000000
2920;"Cliffside";"BC";"Canada";21-JUL-23;"M";"$30K - $50K";"F";"Bronze";"Professional";"Lily Bassett";38000000
2921;"Spokane";"WA";"USA";01-OCT-54;"S";"$30K - $50K";"F";"Bronze";"Manual";"Grace McLaughlin";328000000
2922;"Seattle";"WA";"USA";22-NOV-32;"M";"$110K - $130K";"M";"Bronze";"Professional";"Billy Duran";328000000
2923;"Renton";"WA";"USA";26-OCT-56;"M";"$30K - $50K";"M";"Golden";"Professional";"Francis Bradshaw";328000000
2924;"Bremerton";"WA";"USA";16-AUG-51;"S";"$30K - $50K";"M";"Bronze";"Manual";"Tammy Schwairy";328000000
2925;"Milwaukie";"OR";"USA";15-SEP-40;"S";"$30K - $50K";"M";"Bronze";"Skilled Manual";"Heidi Browne";328000000
2926;"Tlaxiaco";"Oaxaca";"Mexico";06-AUG-22;"M";"$10K - $30K";"F";"Normal";"Manual";"Linda Blaine";126000000
2927;"Bellflower";"CA";"USA";14-MAY-25;"M";"$30K - $50K";"M";"Golden";"Manual";"Mary Hayes";328000000
2928;"Kirkland";"WA";"USA";23-JUN-20;"M";"$10K - $30K";"M";"Normal";"Skilled Manual";"Mary Tate";328000000
2929;"San Diego";"CA";"USA";05-NOV-63;"S";"$70K - $90K";"M";"Bronze";"Professional";"Dianne Bagno";328000000
2930;"San Diego";"CA";"USA";19-SEP-50;"S";"$70K - $90K";"F";"Bronze";"Professional";"Everett Wallace";328000000
2931;"Langford";"BC";"Canada";21-NOV-20;"S";"$10K - $30K";"F";"Normal";"Skilled Manual";"W. Winsor";38000000
2932;"Berkeley";"CA";"USA";16-SEP-38;"S";"$10K - $30K";"F";"Normal";"Skilled Manual";"Don Barile";328000000
2933;"Imperial Beach";"CA";"USA";14-FEB-42;"S";"$90K - $110K";"F";"Bronze";"Professional";"Richard Belding";328000000
2934;"Redmond";"WA";"USA";11-MAY-14;"M";"$10K - $30K";"M";"Normal";"Skilled Manual";"Kamal Hathi";328000000
2935;"Santa Cruz";"CA";"USA";18-MAY-33;"S";"$70K - $90K";"M";"Bronze";"Professional";"Cleo Tatman";328000000
2936;"Coronado";"CA";"USA";04-JUN-50;"S";"$70K - $90K";"F";"Bronze";"Professional";"Philip Hawley";328000000
2937;"Royal Oak";"BC";"Canada";19-SEP-56;"M";"$70K - $90K";"M";"Golden";"Professional";"Howard Reetz";38000000
2938;"Daly City";"CA";"USA";26-MAR-53;"M";"$90K - $110K";"M";"Bronze";"Professional";"Charles Petersen";328000000
2939;"Oak Bay";"BC";"Canada";11-FEB-51;"M";"$70K - $90K";"M";"Golden";"Management";"Patricia Spirek";38000000
2940;"Langford";"BC";"Canada";26-AUG-78;"M";"$50K - $70K";"M";"Silver";"Professional";"Mary Carrillo";38000000
2941;"Lemon Grove";"CA";"USA";06-JUL-41;"S";"$70K - $90K";"M";"Bronze";"Professional";"Norene Hayes";328000000
2942;"Olympia";"WA";"USA";21-MAR-55;"S";"$30K - $50K";"F";"Bronze";"Manual";"Charles Stanley";328000000
2943;"Oakland";"CA";"USA";27-AUG-20;"S";"$50K - $70K";"M";"Bronze";"Professional";"Roberta Freese";328000000
2944;"Burien";"WA";"USA";16-AUG-59;"M";"$50K - $70K";"M";"Bronze";"Professional";"Jennifer Norick";328000000
2945;"N. Vancouver";"BC";"Canada";12-JUL-52;"S";"$50K - $70K";"F";"Bronze";"Professional";"Terry Brunie";38000000
2525;"Albany";"OR";"USA";22-MAR-70;"S";"$70K - $90K";"M";"Bronze";"Professional";"Eric Singh";328000000
2526;"San Diego";"CA";"USA";15-MAY-20;"S";"$30K - $50K";"F";"Bronze";"Skilled Manual";"Lorraine Dills";328000000
2527;"N. Vancouver";"BC";"Canada";16-MAR-49;"M";"$30K - $50K";"M";"Golden";"Skilled Manual";"Magdalena Weidlich";38000000
2528;"Hidalgo";"Zacatecas";"Mexico";11-OCT-23;"S";"$30K - $50K";"M";"Bronze";"Professional";"Ed Bias";126000000
2529;"Long Beach";"CA";"USA";12-MAY-23;"M";"$70K - $90K";"F";"Bronze";"Professional";"John Shipman";328000000
2530;"Long Beach";"CA";"USA";01-JUN-48;"M";"$10K - $30K";"F";"Normal";"Manual";"Otis Cowen";328000000
2531;"Richmond";"CA";"USA";07-JAN-56;"S";"$10K - $30K";"F";"Normal";"Skilled Manual";"Maria Rottmann";328000000
2532;"Shawnee";"BC";"Canada";20-NOV-30;"S";"$30K - $50K";"F";"Normal";"Skilled Manual";"Carlos Rubin";38000000
2533;"Bellflower";"CA";"USA";05-OCT-14;"M";"$50K - $70K";"M";"Silver";"Professional";"Louis Jackson";328000000
2534;"Metchosin";"BC";"Canada";18-OCT-44;"S";"$50K - $70K";"F";"Bronze";"Management";"Marialice Austin";38000000
2535;"Grossmont";"CA";"USA";02-OCT-11;"M";"$30K - $50K";"M";"Bronze";"Manual";"William Jacobs";328000000
2536;"Imperial Beach";"CA";"USA";18-MAR-66;"S";"$10K - $30K";"F";"Normal";"Skilled Manual";"Jean Jersin";328000000
2537;"Shawnee";"BC";"Canada";02-APR-23;"S";"$30K - $50K";"F";"Bronze";"Manual";"Caitin Wang";38000000
2538;"Oakland";"CA";"USA";11-MAR-59;"S";"$30K - $50K";"M";"Bronze";"Clerical";"John Lucero";328000000
2539;"Burnaby";"BC";"Canada";15-JAN-13;"M";"$30K - $50K";"M";"Golden";"Manual";"Ann Pearce";38000000
2540;"Langley";"BC";"Canada";05-NOV-78;"S";"$10K - $30K";"F";"Normal";"Manual";"Carmen Gertz";38000000
2541;"Edmonds";"WA";"USA";03-JUN-57;"M";"$50K - $70K";"F";"Bronze";"Skilled Manual";"William Cornett";328000000
2542;"Santa Monica";"CA";"USA";20-MAY-39;"M";"$10K - $30K";"M";"Normal";"Skilled Manual";"Lori Breeze";328000000
2543;"Tlaxiaco";"Oaxaca";"Mexico";17-OCT-30;"S";"$30K - $50K";"F";"Bronze";"Manual";"Martha Jackson";126000000
2544;"Oakland";"CA";"USA";10-MAR-37;"M";"$90K - $110K";"F";"Golden";"Professional";"Irene Brewer";328000000
2545;"Richmond";"BC";"Canada";08-MAY-68;"S";"$10K - $30K";"F";"Normal";"Skilled Manual";"John Whistle";38000000
2546;"Cliffside";"BC";"Canada";06-JUN-67;"M";"$30K - $50K";"F";"Golden";"Manual";"Filomena Little";38000000
2547;"Yakima";"WA";"USA";08-AUG-37;"M";"$70K - $90K";"F";"Bronze";"Professional";"Peter Contreras";328000000
2548;"Salem";"OR";"USA";19-APR-43;"S";"$70K - $90K";"M";"Bronze";"Professional";"Frances Schultz";328000000
2549;"Mexico City";"Mexico";"Mexico";28-OCT-59;"S";"$70K - $90K";"M";"Bronze";"Professional";"Derik Mathis";126000000
2550;"San Diego";"CA";"USA";11-JUL-52;"M";"$110K - $130K";"M";"Bronze";"Management";"Shelly Lawn";328000000
2551;"Camacho";"Zacatecas";"Mexico";18-JUL-71;"M";"$70K - $90K";"F";"Golden";"Professional";"Gledola Connelly";126000000
2552;"Metchosin";"BC";"Canada";15-NOV-29;"S";"$30K - $50K";"F";"Bronze";"Skilled Manual";"Janet Schenkenberger";38000000
2553;"Spokane";"WA";"USA";12-JUN-77;"M";"$50K - $70K";"M";"Bronze";"Professional";"Maria Kountz";328000000
2554;"Redmond";"WA";"USA";03-MAR-16;"S";"$50K - $70K";"F";"Silver";"Management";"Ariel Salka";328000000
2555;"Burien";"WA";"USA";28-DEC-76;"M";"$50K - $70K";"M";"Golden";"Skilled Manual";"Casilda Walker";328000000
2556;"Bremerton";"WA";"USA";15-JUL-34;"M";"$110K - $130K";"M";"Bronze";"Professional";"Herman Pack";328000000
2557;"Langley";"BC";"Canada";23-JUN-66;"S";"$10K - $30K";"F";"Normal";"Manual";"Richard Morrison";38000000
2558;"Newport Beach";"CA";"USA";10-FEB-10;"M";"$110K - $130K";"F";"Bronze";"Professional";"Jeremy Alexander";328000000
2559;"Edmonds";"WA";"USA";16-JUN-45;"M";"$110K - $130K";"F";"Silver";"Management";"Phyllis Hanlon";328000000
2560;"La Mesa";"CA";"USA";06-JUL-14;"S";"$30K - $50K";"M";"Bronze";"Manual";"Margaret Lyons";328000000
2561;"Richmond";"CA";"USA";13-AUG-19;"M";"$30K - $50K";"M";"Golden";"Skilled Manual";"Elaine Avancena";328000000
2562;"Fremont";"CA";"USA";24-MAR-38;"S";"$130K - $150K";"M";"Bronze";"Management";"Li Mei Fisher";328000000
2563;"Issaquah";"WA";"USA";07-MAY-52;"S";"$30K - $50K";"M";"Normal";"Management";"Myriam Nichols";328000000
2564;"Westminster";"BC";"Canada";15-JUL-20;"M";"$70K - $90K";"M";"Golden";"Professional";"Robert Wuertele";38000000
2565;"Palo Alto";"CA";"USA";08-MAR-51;"S";"$30K - $50K";"M";"Bronze";"Skilled Manual";"Dale Ucti";328000000
2566;"Lynnwood";"WA";"USA";26-SEP-17;"M";"$50K - $70K";"F";"Silver";"Manual";"David Uribe";328000000
2567;"Newton";"BC";"Canada";04-JUN-68;"S";"$10K - $30K";"F";"Normal";"Professional";"Barbara Gelabert";38000000
2568;"Lake Oswego";"OR";"USA";24-JUN-58;"M";"$50K - $70K";"M";"Bronze";"Management";"Linda Scharf";328000000
2569;"Beverly Hills";"CA";"USA";22-SEP-38;"M";"$10K - $30K";"M";"Normal";"Skilled Manual";"Catherine Ahlberg";328000000
2570;"Spokane";"WA";"USA";21-JUN-21;"M";"$70K - $90K";"M";"Bronze";"Management";"Mike Madrid";328000000
2571;"Beverly Hills";"CA";"USA";19-AUG-39;"M";"$130K - $150K";"F";"Bronze";"Professional";"Erica Goldblatt";328000000
2572;"Altadena";"CA";"USA";04-NOV-29;"S";"$30K - $50K";"M";"Silver";"Management";"Shannon Tolson";328000000
2573;"San Jose";"CA";"USA";09-JUL-23;"S";"$50K - $70K";"F";"Golden";"Management";"Myrna Mulberry";328000000
2574;"Guadalajara";"Jalisco";"Mexico";04-FEB-11;"M";"$50K - $70K";"M";"Bronze";"Management";"Donald White";126000000
2575;"Langley";"BC";"Canada";07-MAR-78;"M";"$110K - $130K";"M";"Silver";"Professional";"Tara Pfotenhauer";38000000
2576;"Portland";"OR";"USA";21-NOV-79;"M";"$30K - $50K";"F";"Golden";"Manual";"Andrew Garcia";328000000
2577;"Concord";"CA";"USA";25-SEP-46;"S";"$30K - $50K";"F";"Silver";"Skilled Manual";"Ana Bowie";328000000
2578;"Redwood City";"CA";"USA";17-MAR-40;"S";"$50K - $70K";"M";"Normal";"Professional";"Carol Ramirez";328000000
2579;"Colma";"CA";"USA";14-OCT-73;"M";"$30K - $50K";"F";"Bronze";"Skilled Manual";"Jessica Borden";328000000
2580;"Langford";"BC";"Canada";03-DEC-15;"M";"$30K - $50K";"F";"Bronze";"Skilled Manual";"Bonnie Thiel";38000000
2581;"San Gabriel";"CA";"USA";07-DEC-26;"M";"$30K - $50K";"M";"Bronze";"Skilled Manual";"Hope Riccillo";328000000
2582;"Torrance";"CA";"USA";14-DEC-52;"M";"$10K - $30K";"F";"Normal";"Manual";"Cathy Garcia";328000000
2583;"Bellingham";"WA";"USA";16-MAY-65;"S";"$130K - $150K";"F";"Bronze";"Professional";"Raul Lewis";328000000
2584;"National City";"CA";"USA";07-FEB-17;"M";"$30K - $50K";"F";"Bronze";"Skilled Manual";"Jose Thiessen";328000000
2585;"Sooke";"BC";"Canada";10-APR-71;"M";"$110K - $130K";"F";"Bronze";"Management";"Ginine Powers";38000000
2586;"Pomona";"CA";"USA";22-MAY-74;"S";"$50K - $70K";"F";"Bronze";"Management";"Paula Pendleton";328000000
2587;"Spokane";"WA";"USA";02-AUG-66;"M";"$70K - $90K";"F";"Bronze";"Professional";"Bob Alexander";328000000
2588;"Yakima";"WA";"USA";22-OCT-30;"M";"$10K - $30K";"M";"Normal";"Manual";"Sarah Smith";328000000
2589;"Tixapan";"DF";"Mexico";26-FEB-30;"M";"$10K - $30K";"M";"Normal";"Manual";"John Donnelly";126000000
2590;"Renton";"WA";"USA";08-FEB-38;"S";"$30K - $50K";"M";"Golden";"Manual";"Terry Wang";328000000
2591;"Glendale";"CA";"USA";19-MAR-79;"S";"$10K - $30K";"F";"Normal";"Manual";"Debra Flanders";328000000
2592;"Pomona";"CA";"USA";03-JUL-42;"S";"$30K - $50K";"M";"Bronze";"Skilled Manual";"Gonzalo Plant";328000000
2593;"Victoria";"BC";"Canada";05-JAN-41;"S";"$110K - $130K";"F";"Bronze";"Professional";"Charlene Hunter";38000000
2594;"Olympia";"WA";"USA";21-MAR-66;"M";"$70K - $90K";"M";"Bronze";"Management";"Arthur Snow";328000000
2595;"Royal Oak";"BC";"Canada";26-SEP-74;"M";"$30K - $50K";"M";"Bronze";"Manual";"Rhonda Moen";38000000
2596;"Beverly Hills";"CA";"USA";23-NOV-60;"M";"$70K - $90K";"M";"Golden";"Professional";"Bonnie Brook";328000000
2597;"Shawnee";"BC";"Canada";24-JUL-32;"S";"$130K - $150K";"M";"Bronze";"Management";"Carla Huntsman";38000000
2598;"Daly City";"CA";"USA";10-JUL-63;"M";"$10K - $30K";"F";"Normal";"Manual";"Kasandra Anderson";328000000
2599;"Arcadia";"CA";"USA";28-MAY-66;"M";"$50K - $70K";"M";"Bronze";"Management";"Olga Oliver";328000000
